Pollutant,Sector,Source,Fuel_Name,Year,Emission_Factor,Emissions
Nitrous Oxide,Agriculture,Arable - Residue Indirect Leach,Urea Ammonium Nitrate Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Ammonium Nitrate Application,2013,0.0147015113529971,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Ammonium Sulphate and Diammonium Phosphate Applica,2013,0.0151491333844029,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Calcium Ammonium Nitrate Application,2013,0.017764564217701,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Other Nitrogen Including Compounds Application,2013,0.0163505741413336,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Urea Application,2013,0.0062313750982174,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Urea Ammonium Nitrate Application,2013,0.006210380117873,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Ammonium Nitrate Residue,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Ammonium Sulphate and Diammonium Phosphate Residue,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Calcium Ammonium Nitrate Residue,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,No Nitrogen Fertiliser Applied Residue,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Other Nitrogen Including Compounds Residue,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Urea Residue,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Direct,Urea Ammonium Nitrate Residue,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Deposition,Ammonium Nitrate Application,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Deposition,Ammonium Sulphate and Diammonium Phosphate Applica,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Deposition,Calcium Ammonium Nitrate Application,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Deposition,Other Nitrogen Including Compounds Application,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Deposition,Urea Application,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Deposition,Urea Ammonium Nitrate Application,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Leach,Ammonium Nitrate Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Leach,Ammonium Sulphate and Diammonium Phosphate Applica,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Leach,Calcium Ammonium Nitrate Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Leach,Other Nitrogen Including Compounds Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Leach,Urea Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Indirect Leach,Urea Ammonium Nitrate Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Residue Indirect Leach,Ammonium Nitrate Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Residue Indirect Leach,Ammonium Sulphate and Diammonium Phosphate Applica,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Residue Indirect Leach,Calcium Ammonium Nitrate Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Residue Indirect Leach,No Nitrogen Fertiliser Applied,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Residue Indirect Leach,Other Nitrogen Including Compounds Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Residue Indirect Leach,Urea Application,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Grass - Residue Indirect Leach,Urea Ammonium Nitrate Application,2013,0.0117857142825,Emissions
Methane,Agriculture,Enteric,Pig - Boar,2013,0.0015,Emissions
Methane,Agriculture,Enteric,Dairy - Dairy Cows,2013,0.120108479685025,Emissions
Methane,Agriculture,Enteric,Sheep - Ewe,2013,0.0066713238602453,Emissions
Methane,Agriculture,Enteric,Pig - Fattening Pig 20 to 80 kg,2013,0.0014999999995564,Emissions
Methane,Agriculture,Enteric,Pig - Fattening Pig < 20 kg,2013,0.0015,Emissions
Methane,Agriculture,Enteric,Pig - Fattening Pig > 80 kg,2013,0.0015000000000881,Emissions
Methane,Agriculture,Enteric,Pig - Gilt,2013,0.00149999999934,Emissions
Methane,Agriculture,Enteric,Sheep - Lamb,2013,0.0027852001735335,Emissions
Methane,Agriculture,Enteric,Sheep - Ram,2013,0.0078072255723007,Emissions
Methane,Agriculture,Enteric,Pig - Sow,2013,0.0014999999998594,Emissions
Methane,Agriculture,Enteric,Agricultural Horses,2013,0.018,Emissions
Methane,Agriculture,Enteric,Domestic Horses,2013,0.018,Emissions
Methane,Agriculture,Enteric,Professional Horses,2013,0.018,Emissions
Methane,Agriculture,Enteric,Other cattle - Beef females for slaughter,2013,0.0500446340599218,Emissions
Methane,Agriculture,Enteric,Other cattle - Bulls for breeding,2013,0.0574210152407268,Emissions
Methane,Agriculture,Enteric,Other cattle - Cereal fed bull,2013,0.0500765801361721,Emissions
Methane,Agriculture,Enteric,Other cattle - Cows,2013,0.0761130470306386,Emissions
Methane,Agriculture,Enteric,Other cattle - Dairy Calves Female,2013,0.0424383379891752,Emissions
Methane,Agriculture,Enteric,Other cattle - Dairy Replacements Female,2013,0.0490130942498236,Emissions
Methane,Agriculture,Enteric,Other cattle - Dairy In Calf Heifers,2013,0.0521271638279652,Emissions
Methane,Agriculture,Enteric,Other cattle - Heifers for breeding,2013,0.0493574186842394,Emissions
Methane,Agriculture,Enteric,Other cattle - Steers,2013,0.0503130943942706,Emissions
Methane,Agriculture,Enteric,Deer,2013,0.02,Emissions
Methane,Agriculture,Enteric,Goats,2013,0.005,Emissions
Methane,Agriculture,Excreta,Pig - Boar,2013,0.0001417411800247,Emissions
Methane,Agriculture,Excreta,Poultry - Broilers,2013,1.27850236797249e-07,Emissions
Methane,Agriculture,Excreta,Dairy - Dairy Cows,2013,0.0005496849100121,Emissions
Methane,Agriculture,Excreta,Sheep - Ewe,2013,0.00014526484777,Emissions
Methane,Agriculture,Excreta,Pig - Fattening Pig 20 to 80 kg,2013,6.60284999974732e-06,Emissions
Methane,Agriculture,Excreta,Pig - Fattening Pig < 20 kg,2013,6.93299249860397e-05,Emissions
Methane,Agriculture,Excreta,Pig - Fattening Pig > 80 kg,2013,6.60285000002695e-06,Emissions
Methane,Agriculture,Excreta,Pig - Gilt,2013,0.0002075495849217,Emissions
Methane,Agriculture,Excreta,Sheep - Lamb,2013,6.32925447976874e-05,Emissions
Methane,Agriculture,Excreta,Poultry - Laying Hens,2013,1.49493737606171e-06,Emissions
Methane,Agriculture,Excreta,Poultry - Other,2013,3.06750245932189e-08,Emissions
Methane,Agriculture,Excreta,Sheep - Ram,2013,0.0002144799869003,Emissions
Methane,Agriculture,Excreta,Pig - Sow,2013,0.0002176739549767,Emissions
Methane,Agriculture,Excreta,Poultry - Turkeys,2013,2.21855760002977e-06,Emissions
Methane,Agriculture,Excreta,Agricultural Horses,2013,0.0011710684931506,Emissions
Methane,Agriculture,Excreta,Domestic Horses,2013,0.0011710684931506,Emissions
Methane,Agriculture,Excreta,Professional Horses,2013,0.00078,Emissions
Methane,Agriculture,Excreta,Other cattle - Beef females for slaughter,2013,0.0003195442648687,Emissions
Methane,Agriculture,Excreta,Other cattle - Bulls for breeding,2013,0.0004269681825829,Emissions
Methane,Agriculture,Excreta,Other cattle - Cereal fed bull,2013,3.97773070926781e-05,Emissions
Methane,Agriculture,Excreta,Other cattle - Cows,2013,0.000487652205517,Emissions
Methane,Agriculture,Excreta,Other cattle - Dairy Calves Female,2013,0.0003145699571271,Emissions
Methane,Agriculture,Excreta,Other cattle - Dairy Replacements Female,2013,0.0003956738566331,Emissions
Methane,Agriculture,Excreta,Other cattle - Dairy In Calf Heifers,2013,0.0004579092339835,Emissions
Methane,Agriculture,Excreta,Other cattle - Heifers for breeding,2013,0.0003081090072111,Emissions
Methane,Agriculture,Excreta,Other cattle - Steers,2013,0.0003253044261034,Emissions
Methane,Agriculture,Excreta,Deer,2013,0.0001651506849315,Emissions
Methane,Agriculture,Excreta,Goats,2013,0.0001193150684931,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Direct,Grazing,2013,0.0314285714164002,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Direct,Housing,2013,0.0298577649991061,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Direct,Spreading,2013,0.0060636144203485,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Indirect Deposition,Grazing,2013,0.0157142857137944,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Indirect Deposition,Housing,2013,0.0157142857110535,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Indirect Deposition,Spreading,2013,0.0157142857087246,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Indirect Leach,Grazing,2013,0.0117857142811501,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Indirect Leach,Spreading,2013,0.0117857142834559,Emissions
Nitrous Oxide,Agriculture,Pig - Boar - Indirect Leach,Storage,2013,0.0117857142762155,Emissions
Methane,Agriculture,Managed Manure,Pig - Boar,2013,0.0045753513256622,Emissions
Methane,Agriculture,Managed Manure,Poultry - Broilers,2013,8.78583795658875e-06,Emissions
Methane,Agriculture,Managed Manure,Dairy - Dairy Cows,2013,0.0386791565630076,Emissions
Methane,Agriculture,Managed Manure,Sheep - Ewe,2013,3.53949740216565e-05,Emissions
Methane,Agriculture,Managed Manure,Pig - Fattening Pig 20 to 80 kg,2013,0.0042817752337314,Emissions
Methane,Agriculture,Managed Manure,Pig - Fattening Pig < 20 kg,2013,0.0036284238030684,Emissions
Methane,Agriculture,Managed Manure,Pig - Fattening Pig > 80 kg,2013,0.0043001524306182,Emissions
Methane,Agriculture,Managed Manure,Pig - Gilt,2013,0.0040742035378828,Emissions
Methane,Agriculture,Managed Manure,Sheep - Lamb,2013,1.09190345368349e-06,Emissions
Methane,Agriculture,Managed Manure,Poultry - Laying Hens,2013,1.37034123298046e-05,Emissions
Methane,Agriculture,Managed Manure,Poultry - Other,2013,3.9087251549553e-06,Emissions
Methane,Agriculture,Managed Manure,Sheep - Ram,2013,7.42543880191368e-06,Emissions
Methane,Agriculture,Managed Manure,Pig - Sow,2013,0.0043001731291142,Emissions
Methane,Agriculture,Managed Manure,Poultry - Turkeys,2013,6.01104308298353e-05,Emissions
Methane,Agriculture,Managed Manure,Agricultural Horses,2013,0.0003889315068493,Emissions
Methane,Agriculture,Managed Manure,Domestic Horses,2013,0.0003889315068493,Emissions
Methane,Agriculture,Managed Manure,Professional Horses,2013,0.00078,Emissions
Methane,Agriculture,Managed Manure,Other cattle - Beef females for slaughter,2013,0.0058516563569896,Emissions
Methane,Agriculture,Managed Manure,Other cattle - Bulls for breeding,2013,0.0076092747117728,Emissions
Methane,Agriculture,Managed Manure,Other cattle - Cereal fed bull,2013,0.0094343560813746,Emissions
Methane,Agriculture,Managed Manure,Other cattle - Cows,2013,0.0102839264389419,Emissions
Methane,Agriculture,Managed Manure,Other cattle - Dairy Calves Female,2013,0.0037713482928077,Emissions
Methane,Agriculture,Managed Manure,Other cattle - Dairy Replacements Female,2013,0.0055842592139118,Emissions
Methane,Agriculture,Managed Manure,Other cattle - Dairy In Calf Heifers,2013,0.0055326209781297,Emissions
Methane,Agriculture,Managed Manure,Other cattle - Heifers for breeding,2013,0.0063008497979021,Emissions
Methane,Agriculture,Managed Manure,Other cattle - Steers,2013,0.0058294420605976,Emissions
Methane,Agriculture,Managed Manure,Deer,2013,5.48493150684932e-05,Emissions
Methane,Agriculture,Managed Manure,Goats,2013,1.06849315068493e-05,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Direct,Grazing,2013,0.0314285714205174,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Direct,Housing,2013,0.008039025254884,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Direct,Spreading,2013,0.0057121428571049,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Indirect Deposition,Grazing,2013,0.0157142857031626,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Indirect Deposition,Housing,2013,0.0157142857051883,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Indirect Deposition,Spreading,2013,0.0157142857085412,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Indirect Leach,Grazing,2013,0.0117857142826293,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Indirect Leach,Spreading,2013,0.0117857142835212,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Indirect Leach,Storage,2013,0.0117857142826387,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Direct,Grazing,2013,0.0065608844779987,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Direct,Housing,2013,0.0074101544282895,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Direct,Spreading,2013,0.0106213617790123,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Indirect Deposition,Grazing,2013,0.0157142857092782,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Indirect Deposition,Housing,2013,0.0157142857107223,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Indirect Deposition,Spreading,2013,0.0157142857104467,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Indirect Deposition,Yarding,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Indirect Leach,Grazing,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Indirect Leach,Spreading,2013,0.0117857142812894,Emissions
Nitrous Oxide,Agriculture,Dairy - Dairy Cows - Indirect Leach,Storage,2013,0.0117857142805996,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Direct,Grazing,2013,0.0035407147522742,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Direct,Spreading,2013,0.00571999999844,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Direct,Storage,2013,0.007857142855,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Indirect Deposition,Grazing,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Indirect Deposition,Housing,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Indirect Deposition,Spreading,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Indirect Leach,Grazing,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Indirect Leach,Spreading,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Indirect Leach,Storage,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Direct,Grazing,2013,0.03142857142,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Direct,Housing,2013,0.0199784502155871,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Direct,Spreading,2013,0.0080565100221034,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Grazing,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Housing,2013,0.0157142857073972,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Spreading,2013,0.0157142857096447,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Grazing,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Spreading,2013,0.0117857142807874,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Storage,2013,0.0117857142818241,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Direct,Grazing,2013,0.0314285714272466,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Direct,Housing,2013,0.016455968974088,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Direct,Spreading,2013,0.0088198183668801,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Deposition,Grazing,2013,0.0157142857028514,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Deposition,Housing,2013,0.015714285713263,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Deposition,Spreading,2013,0.0157142857104429,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Leach,Grazing,2013,0.0117857142829529,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Leach,Spreading,2013,0.0117857142812081,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Leach,Storage,2013,0.0117857142801137,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Direct,Grazing,2013,0.03142857142,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Direct,Housing,2013,0.0194271878866589,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Direct,Spreading,2013,0.0081844486012418,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Deposition,Grazing,2013,0.0157142857104234,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Deposition,Housing,2013,0.0157142857105036,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Deposition,Spreading,2013,0.0157142857097185,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Leach,Grazing,2013,0.0117857142844577,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Leach,Spreading,2013,0.0117857142831379,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Leach,Storage,2013,0.0117857142822876,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Direct,Grazing,2013,0.0314285714129322,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Direct,Housing,2013,0.0229382290054318,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Direct,Spreading,2013,0.0075674548471547,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Deposition,Grazing,2013,0.0157142857174498,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Deposition,Housing,2013,0.0157142857087715,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Deposition,Spreading,2013,0.0157142857083629,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Leach,Grazing,2013,0.0117857142833835,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Leach,Spreading,2013,0.011785714284267,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Leach,Storage,2013,0.0117857142837617,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Direct,Grazing,2013,0.0036248975399106,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Direct,Spreading,2013,0.00571999999844,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Direct,Storage,2013,0.007857142855,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Deposition,Grazing,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Deposition,Housing,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Deposition,Spreading,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Leach,Grazing,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Leach,Spreading,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Leach,Storage,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Direct,Grazing,2013,0.0314285714297071,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Direct,Housing,2013,0.0078571428543782,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Direct,Spreading,2013,0.0057121428543346,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Deposition,Grazing,2013,0.0157142857082299,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Deposition,Housing,2013,0.015714285710958,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Deposition,Spreading,2013,0.0157142857076149,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Deposition,Storage,2013,0.0157142857121831,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Leach,Grazing,2013,0.0117857142856305,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Leach,Spreading,2013,0.0117857142816969,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Leach,Storage,2013,0.0117857142829648,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Direct,Grazing,2013,0.0062857142832603,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Direct,Housing,2013,0.0024710096240011,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Direct,Spreading,2013,0.0011424285711135,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Deposition,Grazing,2013,0.0031428571423628,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Deposition,Housing,2013,0.0031428571421133,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Deposition,Spreading,2013,0.0031428571421552,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Deposition,Storage,2013,0.0031428571419999,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Leach,Grazing,2013,0.0023571428561418,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Leach,Spreading,2013,0.0023571428565957,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Leach,Storage,2013,0.0023571428567067,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Direct,Grazing,2013,0.0034824758295093,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Direct,Spreading,2013,0.00571999999844,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Direct,Storage,2013,0.007857142855,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Deposition,Grazing,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Deposition,Housing,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Deposition,Spreading,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Leach,Grazing,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Leach,Spreading,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Leach,Storage,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Direct,Grazing,2013,0.0314285714136828,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Direct,Housing,2013,0.0127169983974531,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Direct,Spreading,2013,0.0096023326124456,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Deposition,Grazing,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Deposition,Housing,2013,0.0157142857123429,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Deposition,Spreading,2013,0.0157142857141926,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Leach,Grazing,2013,0.0117857142821841,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Leach,Spreading,2013,0.0117857142816427,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Leach,Storage,2013,0.0117857142867371,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Direct,Grazing,2013,0.0314285714144184,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Direct,Housing,2013,0.0082949797184697,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Direct,Spreading,2013,0.0057121428544253,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Deposition,Grazing,2013,0.0157142857098906,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Deposition,Housing,2013,0.015714285712427,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Deposition,Spreading,2013,0.0157142857098766,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Deposition,Storage,2013,0.0157142857100084,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Leach,Grazing,2013,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Leach,Spreading,2013,0.0117857142820166,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Leach,Storage,2013,0.0117857142869748,Emissions
Carbon Dioxide as Carbon,Agriculture,Fertiliser Application,Urea Application,2013,0.2,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Direct,Grazing,2013,0.0066870947660708,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Direct,Housing,2013,0.0312961615208843,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Direct,Spreading,2013,0.0073574388323376,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Grazing,2013,0.0157142857080107,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Housing,2013,0.0157142857139833,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Spreading,2013,0.0157142857127113,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Storage,2013,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Yarding,2013,0.01571428571,Emissions
